City,Country,Date,AQI,PM2.5,PM10,CO,NO2,O3,SO2,Temperature,Humidity,Wind_Speed
Chengdu,China,2015-07-10,159.7,88.1,146.9,4.88,45.1,29.7,13.9,14.1,47.0,12.1
Beijing,China,2023-04-10,193.7,124.3,173.1,3.66,36.2,37.7,10.7,16.9,46.7,4.1
Berlin,Germany,2019-03-23,48.9,30.8,45.4,0.53,13.2,20.6,7.0,23.2,44.1,4.1
Stockholm,Sweden,2021-08-13,14.0,8.2,11.6,2.78,3.1,37.9,0.8,-3.3,22.0,11.2
Johannesburg,South Africa,2021-08-11,78.3,50.1,80.2,2.43,15.9,62.8,6.1,0.5,61.7,5.2
Chengdu,China,2017-04-26,157.3,92.2,155.0,3.78,38.0,52.1,18.5,34.3,52.4,6.5
Toronto,Canada,2018-01-27,106.3,61.1,82.5,4.49,11.3,64.9,13.4,37.9,24.1,9.2
São Paulo,Brazil,2023-06-20,60.8,34.6,56.5,0.79,13.5,64.3,7.7,35.7,50.7,14.3
Johannesburg,South Africa,2019-11-17,82.0,38.0,59.6,2.85,15.9,27.6,9.4,-1.7,48.4,10.8
Delhi,India,2022-12-17,124.1,50.0,71.6,4.72,25.3,79.8,12.7,19.5,49.4,5.0
Beijing,China,2021-11-26,183.6,120.0,181.0,,51.6,74.1,27.1,35.6,29.6,12.4
Delhi,India,2018-12-22,179.6,101.7,169.9,1.81,20.7,73.7,23.4,1.3,78.3,9.6
Lahore,Pakistan,2016-11-28,177.8,84.7,161.0,3.59,37.3,56.6,10.5,16.3,34.5,3.5
Lima,Peru,2016-12-05,69.4,32.1,56.3,4.39,17.3,72.1,7.2,28.8,30.5,5.5
Mexico City,Mexico,2015-04-02,134.0,74.2,144.6,4.41,17.0,30.4,11.5,8.1,66.1,13.6
Paris,France,2018-07-10,77.8,43.4,62.7,2.77,16.4,64.5,5.6,11.6,47.3,14.4
Chengdu,China,2016-11-24,173.5,108.7,198.5,1.55,37.2,73.7,16.9,37.5,36.1,1.6
Chengdu,China,2017-04-23,173.3,112.3,212.4,2.97,30.6,76.1,16.2,19.2,53.5,8.7
Seoul,South Korea,2018-11-02,90.5,37.5,71.9,2.39,19.7,28.4,4.6,,72.8,1.9
Sydney,Australia,2019-05-28,15.8,7.2,9.4,3.93,,56.8,1.1,7.8,55.7,14.3
Jakarta,Indonesia,2018-09-27,101.5,68.8,94.4,2.12,14.7,70.8,8.2,39.6,22.9,2.4
Istanbul,Turkey,2024-11-06,101.6,42.8,56.6,3.8,12.9,28.0,5.3,-2.8,39.8,1.4
Lima,Peru,2017-12-28,80.4,52.3,79.9,3.72,9.6,59.6,6.6,28.7,30.2,13.5
Bangkok,Thailand,2019-06-02,113.3,65.0,101.1,4.76,18.8,25.7,17.0,7.1,83.8,2.9
Istanbul,Turkey,2022-02-12,90.7,50.5,100.4,2.9,9.5,56.2,5.9,30.9,84.2,7.5
Bangkok,Thailand,2022-02-24,80.2,36.1,66.5,1.38,16.5,47.1,8.7,34.5,85.1,7.0
Ho Chi Minh City,Vietnam,2017-02-06,112.2,59.2,,2.92,25.8,29.2,12.9,3.2,76.3,5.4
Tokyo,Japan,2024-08-02,56.6,34.6,50.5,4.04,12.8,55.3,4.8,16.7,64.8,7.4
Lagos,Nigeria,2017-03-15,93.3,,71.9,1.57,21.8,68.4,6.2,14.9,57.0,5.0
Buenos Aires,Argentina,2023-06-08,96.0,40.9,59.4,0.34,23.4,40.7,12.4,10.3,81.5,2.4
Nairobi,Kenya,2018-02-03,108.8,54.7,86.7,1.94,27.5,25.8,9.3,32.7,25.0,14.2
Jakarta,Indonesia,2018-06-24,112.3,57.5,105.9,3.1,25.7,65.5,6.9,32.5,72.9,8.9
Lahore,Pakistan,2018-05-31,154.8,94.5,136.1,2.32,30.8,23.3,22.5,0.8,,7.8
Dhaka,Bangladesh,2023-11-15,128.4,56.0,87.1,1.5,25.8,78.0,13.8,35.0,68.8,7.4
Beijing,China,2015-12-26,164.2,88.9,169.6,1.67,20.6,71.3,17.9,35.0,90.3,1.3
Toronto,Canada,2018-04-27,83.3,53.2,,2.92,20.1,28.1,10.9,22.3,91.2,5.4
Ho Chi Minh City,Vietnam,2020-05-29,87.0,48.0,,4.86,9.4,65.2,8.9,11.6,24.9,9.5
Tokyo,Japan,2023-10-12,74.2,36.5,58.9,2.86,8.9,75.9,6.5,-1.4,49.0,9.2
Bangkok,Thailand,2020-07-11,92.4,56.2,75.3,1.64,24.4,24.8,12.5,-0.9,,5.7
Sydney,Australia,2022-08-27,22.8,11.2,18.7,3.07,5.9,59.4,2.5,13.5,55.5,6.5
Karachi,Pakistan,2023-03-24,160.7,75.4,98.3,3.36,22.6,73.4,21.8,-1.5,28.0,7.7
Toronto,Canada,2018-03-11,54.3,32.8,42.8,2.56,9.9,26.4,7.7,31.2,37.3,4.2
Stockholm,Sweden,2020-10-03,28.9,14.2,24.2,2.28,8.5,23.4,3.2,33.6,56.1,0.5
Nairobi,Kenya,2021-08-10,83.4,56.1,110.3,4.18,14.2,74.4,12.4,10.8,39.5,8.4
Stockholm,Sweden,2015-04-02,28.7,11.8,23.1,4.65,3.8,44.5,3.8,24.7,49.6,11.3
Beijing,China,2016-09-30,154.3,69.8,135.2,0.74,37.7,28.4,13.7,13.5,31.9,13.9
Seoul,South Korea,2017-01-31,105.1,71.6,130.0,2.45,22.5,61.6,11.5,34.5,46.8,4.8
Mumbai,India,2015-07-03,191.5,114.6,198.2,4.29,37.6,72.2,16.5,36.7,72.4,4.2
Cairo,Egypt,2015-07-30,154.0,104.0,174.9,2.68,22.2,52.7,9.9,34.1,,14.9
Mexico City,Mexico,2019-08-11,124.7,64.7,105.2,4.35,,31.6,17.4,-3.6,87.2,1.2
Dhaka,Bangladesh,2016-01-07,164.9,69.5,,0.46,44.3,48.0,9.8,26.8,56.7,3.3
Berlin,Germany,2016-11-14,65.3,36.5,49.2,4.85,18.1,35.6,4.1,37.4,54.6,5.0
Karachi,Pakistan,2015-11-17,128.5,81.2,115.1,3.91,32.1,52.4,17.6,0.9,64.7,7.0
Delhi,India,2023-02-14,158.9,68.7,101.5,1.58,38.8,22.9,18.3,5.0,26.1,4.9
Beijing,China,2015-08-07,119.2,67.4,104.5,4.84,34.9,46.6,15.4,-4.4,61.1,11.3
Los Angeles,USA,2017-09-13,64.6,33.2,53.4,2.51,16.4,26.3,8.2,26.0,75.6,11.1
London,UK,2017-03-24,5.0,2.3,3.9,4.8,1.1,20.7,0.3,39.7,25.4,1.2
Johannesburg,South Africa,2023-06-30,75.1,,80.0,1.67,17.4,58.5,5.3,-3.6,52.5,8.8
Los Angeles,USA,2016-10-25,63.8,43.3,72.3,3.84,12.0,64.8,4.5,11.7,67.6,0.8
Lima,Peru,2021-04-11,64.7,34.6,65.5,3.95,10.2,39.4,7.6,20.3,32.2,5.0
Seoul,South Korea,2017-04-03,119.3,60.7,112.4,0.87,,32.3,7.0,22.9,31.1,2.8
Berlin,Germany,2020-08-31,60.5,27.1,49.3,2.34,8.9,57.3,4.1,29.1,23.6,14.4
Dhaka,Bangladesh,2023-11-22,191.7,110.0,212.5,0.36,38.3,41.0,20.7,5.1,24.9,9.6
Seoul,South Korea,2015-09-28,47.4,23.8,40.2,3.09,8.3,36.8,3.7,2.9,44.4,3.4
Dhaka,Bangladesh,2018-12-31,190.9,109.0,170.8,1.83,28.2,52.1,27.1,25.9,75.8,12.6
Sydney,Australia,2015-05-12,6.7,3.2,6.1,1.84,1.3,76.5,0.5,12.5,65.5,11.5
London,UK,2019-05-24,54.2,36.6,67.5,1.37,5.7,43.0,3.5,27.0,69.6,1.1
Johannesburg,South Africa,2015-12-31,77.4,46.5,74.4,2.37,8.8,44.1,9.8,36.2,51.0,6.6
Los Angeles,USA,2023-12-16,8.2,5.6,8.3,2.37,2.1,56.6,0.5,23.2,34.0,7.9
Mexico City,Mexico,2015-08-02,57.0,26.7,51.1,1.1,10.5,31.2,7.3,16.3,,5.7
Cairo,Egypt,2019-08-29,121.0,68.5,123.5,,33.9,39.7,17.6,-3.9,48.3,13.5
Karachi,Pakistan,2017-11-19,141.9,82.8,133.1,3.72,39.6,60.5,10.0,37.0,39.8,2.7
Seoul,South Korea,2015-05-24,52.7,30.0,41.4,0.95,8.4,36.9,5.8,31.8,77.1,4.3
Berlin,Germany,2021-06-07,35.3,24.2,37.2,2.37,8.5,55.3,2.9,19.9,74.8,1.1
Chengdu,China,2023-10-14,168.5,74.0,130.7,1.31,31.4,31.9,17.7,0.2,21.7,1.2
Wuhan,China,2019-05-04,173.1,72.8,100.1,2.69,33.4,77.1,25.0,,,7.1
Nairobi,Kenya,2018-01-09,57.5,36.3,69.1,0.36,13.6,21.1,6.9,23.6,31.1,11.6
London,UK,2015-10-29,28.7,17.4,33.9,1.9,5.8,47.8,1.9,21.6,75.7,13.8
Wuhan,China,2015-12-26,182.4,100.9,181.9,4.06,36.2,26.9,17.1,32.9,64.7,11.0
Wuhan,China,2020-01-15,157.2,93.7,123.1,0.9,40.3,78.1,12.9,-3.3,47.1,0.8
Mexico City,Mexico,2022-10-08,123.5,77.3,151.2,0.71,26.1,35.2,7.9,4.9,63.3,1.4
Karachi,Pakistan,2021-01-10,157.7,,138.3,3.63,43.1,43.0,12.8,12.1,21.4,11.0
Delhi,India,2021-03-13,160.2,79.1,136.0,2.35,47.4,41.4,17.8,9.0,94.3,7.0
Johannesburg,South Africa,2022-09-04,101.4,48.7,78.6,4.45,29.8,45.5,13.5,-2.6,83.6,9.6
Jakarta,Indonesia,2015-09-11,101.8,67.9,128.5,1.7,26.3,26.0,13.5,25.4,26.6,10.4
Chengdu,China,2015-12-29,111.8,53.6,98.4,1.51,21.2,61.7,6.5,21.8,64.2,10.4
Buenos Aires,Argentina,2024-01-14,86.8,46.4,71.1,4.1,10.9,77.8,9.9,34.9,52.0,5.3
Lagos,Nigeria,2020-09-15,135.3,82.7,131.7,3.86,24.2,69.6,10.4,7.5,59.2,6.7
London,UK,2021-02-17,107.1,56.4,85.5,4.55,29.3,34.3,6.2,23.2,45.2,10.2
Tokyo,Japan,2015-04-27,72.0,33.4,63.5,0.58,10.3,79.9,6.7,26.6,33.7,9.3
Jakarta,Indonesia,2015-06-05,96.4,,89.6,3.14,17.1,53.5,10.4,2.4,50.2,5.5
Wuhan,China,2015-08-10,156.8,106.9,161.0,2.25,40.4,52.8,16.4,-2.6,49.9,4.4
Nairobi,Kenya,2023-01-23,128.2,89.6,136.8,2.72,35.4,41.3,7.8,37.7,56.6,7.8
Johannesburg,South Africa,2016-11-13,53.1,24.0,37.6,4.08,13.8,76.1,4.8,26.9,58.0,12.2
Toronto,Canada,2016-12-05,5.0,2.6,3.9,1.49,1.1,77.8,0.4,-0.7,29.0,11.9
Buenos Aires,Argentina,2017-01-05,45.6,27.1,45.6,3.79,7.7,47.1,2.7,-1.7,54.7,4.9
Ho Chi Minh City,Vietnam,2015-07-27,93.7,38.7,53.6,4.37,20.0,62.7,12.6,15.9,77.1,8.1
Karachi,Pakistan,2015-06-27,166.2,82.3,126.3,1.89,20.7,25.1,9.1,-0.0,45.8,9.1
Johannesburg,South Africa,2023-07-16,26.5,16.6,24.8,2.39,3.1,37.2,3.4,1.8,68.5,13.8
Stockholm,Sweden,2016-01-09,28.7,13.7,26.3,3.66,6.5,59.8,2.6,-3.0,78.8,10.3
Buenos Aires,Argentina,2022-11-08,66.0,44.2,67.9,1.68,18.1,67.8,6.7,0.9,36.1,10.0
Sydney,Australia,2015-04-21,20.6,13.1,20.3,1.09,2.2,43.1,2.9,5.8,35.5,14.6
Lahore,Pakistan,2020-11-03,206.0,131.0,199.7,0.48,58.4,28.4,21.7,7.3,24.9,1.2
Jakarta,Indonesia,2019-05-01,55.8,29.3,57.2,4.58,13.6,73.1,4.6,12.1,,9.5
Los Angeles,USA,2017-08-11,49.1,25.5,50.8,4.16,9.2,63.6,3.8,-0.5,46.4,6.3
São Paulo,Brazil,2015-04-24,65.1,37.4,50.5,1.12,18.1,56.5,9.4,39.9,47.9,4.8
Tehran,Iran,2022-06-11,173.4,121.3,211.1,4.04,44.4,41.3,18.6,32.5,71.6,0.8
Tokyo,Japan,2021-03-02,47.7,32.0,42.4,1.33,7.7,57.0,4.9,4.8,32.3,3.9
Chengdu,China,2021-07-25,143.6,69.1,135.7,2.48,16.0,63.8,11.9,24.4,41.0,8.8
Tehran,Iran,2022-10-12,94.2,65.5,110.7,3.41,15.7,42.9,10.3,-1.9,39.2,3.4
Lahore,Pakistan,2023-11-02,244.1,148.2,235.0,1.27,44.1,24.6,29.2,6.4,43.4,2.3
Buenos Aires,Argentina,2024-09-17,148.1,84.5,134.1,1.2,36.9,27.6,8.9,27.0,35.7,4.9
Nairobi,Kenya,2019-12-15,72.5,38.7,69.6,3.23,16.6,62.8,5.7,9.5,52.8,5.0
Berlin,Germany,2020-05-25,29.3,11.8,15.6,1.45,3.6,52.0,4.0,28.2,36.2,6.3
Delhi,India,2022-12-05,191.9,123.4,232.9,4.58,38.7,61.7,11.7,20.4,38.7,6.8
Sydney,Australia,2023-02-26,12.2,8.5,12.9,0.9,2.6,71.5,1.4,8.3,62.1,10.9
São Paulo,Brazil,2016-09-11,58.7,35.2,67.3,4.39,12.7,45.8,6.7,31.8,,14.9
Jakarta,Indonesia,2022-11-14,152.3,71.2,116.4,0.92,27.3,30.6,13.2,11.8,94.5,14.9
Buenos Aires,Argentina,2019-12-16,62.4,28.0,50.4,3.6,18.3,38.0,7.8,14.5,61.9,12.3
Los Angeles,USA,2021-10-07,90.3,51.6,70.4,2.32,19.6,74.6,6.2,31.3,29.8,4.0
London,UK,2020-07-15,24.7,16.4,,4.0,,79.9,3.3,28.3,85.3,9.7
London,UK,2022-01-21,31.7,18.5,29.7,2.3,6.5,41.7,3.6,-3.6,92.7,13.9
Mumbai,India,2021-12-01,172.1,87.7,146.6,4.78,48.3,67.4,15.6,20.4,79.5,4.5
Ho Chi Minh City,Vietnam,2019-09-21,146.1,79.5,135.9,4.95,32.2,67.1,17.9,26.6,73.7,7.1
Tokyo,Japan,2022-03-02,85.5,50.2,94.3,4.7,22.3,45.6,9.7,33.5,56.8,3.6
Los Angeles,USA,2020-06-10,46.2,22.6,38.3,2.17,10.9,23.3,2.9,17.5,45.3,4.8
Lahore,Pakistan,2019-01-15,156.6,104.7,186.9,0.87,17.7,78.5,18.5,13.8,72.6,11.5
Tehran,Iran,2024-04-02,60.8,24.5,47.8,3.14,8.5,75.2,8.6,39.5,85.6,15.0
Tehran,Iran,2022-08-06,115.0,75.1,140.8,1.39,13.8,78.8,9.2,34.2,20.3,0.8
Mumbai,India,2021-06-16,203.3,115.8,156.9,1.06,36.1,31.1,26.3,13.7,27.0,7.5
Lagos,Nigeria,2021-05-24,77.9,35.6,,3.83,13.6,30.4,4.7,9.7,30.2,2.8
Sydney,Australia,2021-10-10,38.2,24.8,47.0,3.49,11.1,50.7,5.4,38.6,,5.0
Dhaka,Bangladesh,2021-02-12,167.5,94.5,152.9,,20.1,35.5,21.0,-0.7,44.1,6.1
Dhaka,Bangladesh,2015-06-28,178.4,95.3,185.1,2.5,27.7,28.5,9.0,18.9,28.0,6.2
São Paulo,Brazil,2016-04-15,76.7,37.0,52.7,3.94,22.2,26.0,5.0,38.2,22.8,14.7
Mumbai,India,2016-06-01,168.6,114.9,174.8,3.38,19.6,34.5,21.5,18.8,89.6,6.7
Beijing,China,2018-06-21,182.2,97.4,193.4,4.81,30.2,73.2,24.6,,66.8,1.6
Mexico City,Mexico,2015-06-22,153.0,100.4,199.1,2.37,17.2,64.9,16.3,15.2,43.2,7.8
Lima,Peru,2020-06-30,19.2,,20.2,4.42,4.0,34.3,2.6,20.1,35.5,9.5
Nairobi,Kenya,2020-09-17,75.1,46.4,63.5,2.16,22.3,68.5,5.0,7.5,44.7,9.9
Wuhan,China,2023-03-15,195.9,122.4,,4.11,36.7,27.4,20.8,37.9,79.5,8.9
Chengdu,China,2018-02-12,156.4,78.1,154.9,4.36,25.7,47.8,14.3,1.7,91.8,6.4
Tehran,Iran,2020-12-03,161.8,73.9,124.4,0.41,,54.9,18.2,-2.7,35.8,1.6
Buenos Aires,Argentina,2020-11-09,95.9,56.0,94.3,1.58,14.3,28.2,12.9,22.7,34.0,3.1
Wuhan,China,2019-12-14,219.5,136.7,240.8,2.21,33.4,78.8,28.5,8.6,83.6,11.5
Delhi,India,2017-10-07,141.3,61.2,110.6,1.56,37.3,79.7,8.1,16.3,80.2,11.9
Istanbul,Turkey,2015-09-01,86.0,,70.2,3.1,25.3,39.7,12.2,7.1,94.2,10.2
Bangkok,Thailand,2019-09-22,55.8,26.9,37.1,0.84,9.5,65.8,6.2,-0.4,83.9,9.2
Wuhan,China,2019-06-06,182.0,115.1,166.5,2.43,23.9,77.5,23.3,28.2,71.8,6.6
Jakarta,Indonesia,2019-12-04,100.0,55.6,102.7,4.24,,44.2,14.5,6.1,80.2,9.4
Sydney,Australia,2019-11-17,5.0,3.1,5.3,2.0,0.9,72.8,0.3,39.5,69.8,10.4
Berlin,Germany,2024-01-03,31.4,13.5,20.2,4.48,6.6,44.8,1.8,27.1,72.7,9.4
Stockholm,Sweden,2020-05-14,103.8,55.0,94.4,1.4,29.9,55.3,8.4,15.2,80.4,2.8
Los Angeles,USA,2024-01-03,55.1,24.9,43.9,4.88,15.1,71.7,7.9,,78.2,10.9
Jakarta,Indonesia,2020-05-03,135.1,79.2,131.9,4.35,26.8,27.7,6.8,25.5,61.2,5.3
Paris,France,2018-09-30,19.9,10.0,15.6,2.49,3.9,35.4,2.7,11.0,37.2,3.0
Nairobi,Kenya,2021-10-21,77.7,32.6,43.2,3.14,17.4,51.8,9.8,-3.2,90.2,1.9
Sydney,Australia,2022-10-11,9.6,5.6,7.3,3.95,2.2,32.8,0.8,-4.6,72.0,5.2
Lagos,Nigeria,2021-08-10,110.7,76.0,114.8,4.95,25.1,34.5,10.4,28.3,53.5,1.5
Wuhan,China,2017-07-02,177.8,101.5,143.8,4.24,51.9,22.5,10.3,34.8,81.2,9.5
Bangkok,Thailand,2022-08-06,134.9,80.1,116.2,3.72,30.9,79.1,9.6,,78.5,5.4
London,UK,2015-04-09,38.2,22.4,43.1,1.29,11.3,62.1,3.8,14.4,,3.5
Istanbul,Turkey,2017-03-26,122.6,60.4,90.7,2.5,36.5,73.3,10.1,14.0,70.2,0.7
Lagos,Nigeria,2015-04-16,89.8,36.2,,2.46,25.3,73.6,13.2,34.8,20.6,9.8
Mumbai,India,2023-08-06,113.5,54.7,93.2,3.59,26.2,22.9,6.9,0.8,26.9,3.1
Berlin,Germany,2015-12-14,32.2,19.6,28.2,4.87,5.5,70.8,4.7,33.9,25.0,9.9
Istanbul,Turkey,2024-01-05,130.5,52.4,70.0,4.61,36.8,33.5,13.7,38.0,57.3,6.2
Cairo,Egypt,2024-03-13,126.6,80.4,128.8,1.48,20.9,24.7,12.6,1.7,80.9,6.6
Mumbai,India,2018-05-27,224.0,93.0,146.7,2.04,35.2,74.7,28.0,-2.1,73.6,8.1
Sydney,Australia,2016-05-09,56.1,30.9,50.7,,7.9,65.3,5.3,38.1,39.6,10.4
Mexico City,Mexico,2017-03-27,56.8,34.0,65.0,4.19,9.8,56.0,3.7,19.1,37.3,11.3
Lahore,Pakistan,2023-09-26,123.1,86.1,116.2,0.5,17.7,78.3,18.2,24.5,86.0,3.6
Tehran,Iran,2023-08-20,122.0,55.3,72.0,4.31,29.6,61.4,12.8,26.5,90.2,10.2
Istanbul,Turkey,2021-05-30,90.3,52.2,77.6,3.34,26.8,22.9,12.5,20.3,38.9,14.3
Paris,France,2020-05-17,85.7,42.8,61.1,1.45,22.8,56.9,12.1,5.4,29.1,0.6
Delhi,India,2016-01-02,201.9,128.1,167.9,4.14,32.3,29.0,14.7,16.1,51.9,4.7
Paris,France,2019-06-15,36.9,23.2,46.2,3.96,5.9,34.7,2.6,1.2,61.3,9.3
Ho Chi Minh City,Vietnam,2017-05-11,95.0,47.4,84.2,1.94,13.5,42.5,7.3,-1.0,82.3,12.9
Sydney,Australia,2015-05-10,65.4,27.4,49.9,1.29,,23.8,4.8,30.7,80.3,3.5
Beijing,China,2017-01-07,206.7,134.8,251.3,0.38,28.4,59.3,18.1,39.2,69.9,14.4
Los Angeles,USA,2023-01-20,62.4,41.1,62.7,4.95,8.2,51.0,8.1,14.5,55.1,14.8
Johannesburg,South Africa,2022-07-05,72.6,47.4,83.1,2.2,7.5,55.5,3.7,-4.9,66.2,3.2
Dhaka,Bangladesh,2024-08-25,179.1,106.7,142.8,1.77,23.3,54.8,20.8,27.5,39.1,1.8
Johannesburg,South Africa,2018-03-02,135.5,66.2,105.4,4.06,21.9,48.2,7.0,28.0,51.3,8.1
Buenos Aires,Argentina,2023-04-16,107.2,62.6,104.6,3.51,24.4,72.9,11.6,30.0,38.7,10.3
Lahore,Pakistan,2017-08-20,209.5,129.3,173.5,,26.4,78.0,27.5,-0.1,29.1,9.1
Chengdu,China,2015-11-27,143.8,59.0,,2.12,17.3,68.1,20.4,29.0,81.7,3.6
Karachi,Pakistan,2016-06-09,188.8,111.7,175.6,2.3,21.7,21.9,22.6,14.7,61.4,8.6
Bangkok,Thailand,2016-09-18,110.7,60.1,97.9,2.13,,47.1,12.2,35.3,85.0,13.4
Mexico City,Mexico,2018-02-28,124.1,73.8,100.2,0.94,16.3,57.8,15.3,33.7,90.5,3.4
Wuhan,China,2024-11-28,152.4,71.9,111.6,4.6,32.8,64.3,15.1,-3.7,24.8,8.3
Tehran,Iran,2024-03-18,161.1,103.6,164.5,3.81,29.1,60.7,20.4,39.6,45.9,6.5
Bangkok,Thailand,2023-03-13,73.0,33.7,60.1,4.61,13.1,30.8,5.7,15.5,41.8,3.9
Berlin,Germany,2020-11-06,42.5,27.1,40.3,3.14,9.9,59.3,4.0,,82.7,11.5
Wuhan,China,2019-07-14,153.3,66.0,89.2,0.74,33.2,23.1,12.8,28.9,42.1,11.6
Nairobi,Kenya,2018-06-22,104.7,65.4,103.2,1.29,21.4,75.3,11.9,2.8,71.2,6.7
Berlin,Germany,2023-05-08,14.5,8.1,15.1,3.69,3.2,29.0,1.9,37.1,30.3,7.6
Mexico City,Mexico,2019-06-30,134.7,59.6,114.0,1.15,34.9,47.4,11.2,2.1,32.6,10.1
Buenos Aires,Argentina,2024-05-26,93.4,63.0,116.2,0.56,19.1,25.0,12.5,22.6,32.9,0.8
Chengdu,China,2019-01-04,212.2,92.6,134.7,1.84,30.5,43.5,22.5,25.8,92.3,14.0
Berlin,Germany,2023-03-29,43.6,27.1,53.2,0.69,4.4,21.8,4.6,29.3,47.5,8.4
Lima,Peru,2018-05-08,66.6,27.0,37.2,4.12,,68.1,8.2,30.7,70.3,10.2
Buenos Aires,Argentina,2016-01-27,45.9,25.4,39.5,3.73,7.3,52.6,4.3,7.4,93.1,4.3
Jakarta,Indonesia,2022-05-28,130.7,75.3,130.2,4.16,22.0,31.6,9.1,28.0,66.1,3.5
Bangkok,Thailand,2022-08-09,88.8,38.7,67.4,0.3,9.2,43.4,10.6,26.3,52.3,10.5
Beijing,China,2024-02-16,153.4,70.3,128.3,1.59,27.1,42.5,11.4,14.4,55.5,11.3
Seoul,South Korea,2022-07-06,160.6,71.9,123.3,4.51,19.6,48.4,20.1,22.5,27.5,6.3
Buenos Aires,Argentina,2018-08-09,64.1,29.5,46.9,3.19,9.1,37.5,8.7,,43.9,2.7
Stockholm,Sweden,2019-05-25,33.6,19.5,26.7,4.75,3.9,57.5,3.1,20.0,36.0,10.5
Istanbul,Turkey,2019-09-11,139.5,65.8,126.7,4.86,35.9,52.6,20.3,1.9,55.9,8.3
Lima,Peru,2023-09-04,5.0,3.2,5.7,0.9,0.8,40.3,0.5,8.1,28.8,10.0
Toronto,Canada,2023-02-13,25.8,16.9,26.8,3.73,5.3,69.7,2.4,-2.2,61.8,3.0
São Paulo,Brazil,2018-08-16,91.1,50.8,85.8,4.56,20.5,38.2,7.2,17.6,85.0,12.0
Chengdu,China,2024-06-19,155.3,65.9,120.3,0.96,18.6,53.7,14.2,27.2,56.5,6.7
Stockholm,Sweden,2022-06-30,21.4,14.1,22.3,1.87,3.6,31.8,2.9,1.6,88.1,4.6
Ho Chi Minh City,Vietnam,2020-01-22,141.6,85.1,130.0,3.0,22.4,44.1,17.9,6.0,82.9,6.0
Mexico City,Mexico,2016-07-03,151.0,103.1,183.1,3.33,,75.1,11.3,22.6,50.0,0.7
Paris,France,2022-11-07,41.4,26.7,44.7,1.89,9.6,63.1,4.4,-2.5,32.7,4.6
São Paulo,Brazil,2023-12-01,121.7,73.3,96.2,3.85,18.6,38.6,12.5,4.7,86.3,1.7
Dhaka,Bangladesh,2017-12-29,185.4,90.4,144.2,3.62,54.6,73.6,15.6,39.9,20.3,0.9
Karachi,Pakistan,2023-10-23,201.5,119.8,167.1,3.07,43.0,78.3,27.9,37.5,28.5,13.1
Sydney,Australia,2015-08-08,76.9,34.5,60.1,0.55,12.2,75.3,5.2,-2.1,53.3,12.8
Paris,France,2020-05-11,73.3,37.1,71.7,0.86,11.9,66.7,7.6,32.5,28.4,13.8
Delhi,India,2015-02-03,179.7,102.7,177.8,4.01,47.2,31.6,13.2,34.5,81.5,9.5
Sydney,Australia,2016-01-27,43.5,27.0,39.1,4.28,7.9,22.2,3.6,29.4,92.0,4.5
Stockholm,Sweden,2021-02-17,69.5,43.4,73.4,3.27,10.3,46.0,5.3,34.8,28.4,10.4
Nairobi,Kenya,2015-05-09,88.1,47.8,72.1,1.82,13.4,65.2,7.6,27.7,54.2,8.4
Mexico City,Mexico,2020-05-25,108.2,50.0,97.0,1.12,28.9,29.0,12.5,1.8,89.2,8.7
Lahore,Pakistan,2017-08-07,176.3,77.9,121.6,3.61,31.2,34.8,19.0,13.8,32.4,2.7
Bangkok,Thailand,2020-04-03,94.8,48.8,80.7,1.56,19.5,73.0,13.7,-0.5,40.4,14.7
Beijing,China,2015-12-28,163.4,99.3,146.8,1.97,22.6,71.4,22.6,8.4,81.8,5.7
Toronto,Canada,2022-04-06,56.2,27.1,40.0,4.89,15.3,68.6,3.5,29.0,36.1,14.7
Buenos Aires,Argentina,2023-03-30,108.4,54.8,87.7,4.17,27.4,42.5,11.5,32.6,21.4,12.1
Los Angeles,USA,2015-03-18,35.0,19.0,34.5,2.96,4.9,59.3,4.2,37.0,31.0,10.5
Paris,France,2024-04-23,40.5,22.3,34.6,1.1,11.1,43.7,5.8,33.1,48.2,8.8
Beijing,China,2015-05-10,186.9,112.8,174.5,4.1,27.5,47.7,18.2,10.3,91.6,10.6
Stockholm,Sweden,2023-01-20,5.0,,3.9,2.05,1.2,75.5,0.7,8.5,52.5,1.7
Lagos,Nigeria,2024-10-09,177.1,84.9,148.5,3.61,28.3,65.5,12.5,19.5,80.3,8.3
Seoul,South Korea,2018-08-03,18.9,7.9,13.5,2.94,,70.0,2.3,30.6,41.7,6.1
Lahore,Pakistan,2015-10-02,186.2,84.9,131.3,2.99,51.0,75.8,15.6,-2.0,51.6,6.2
London,UK,2018-12-25,46.9,24.8,37.6,2.02,8.4,69.3,2.7,9.2,92.5,2.7
Lahore,Pakistan,2015-10-20,201.2,86.5,131.0,2.65,29.4,52.5,14.5,,87.8,1.7
Istanbul,Turkey,2018-01-17,40.1,26.2,45.7,0.67,7.9,32.6,2.8,37.3,77.1,10.6
Nairobi,Kenya,2019-10-02,95.8,45.5,69.1,4.3,,28.7,11.8,4.3,52.5,9.9
Tokyo,Japan,2024-07-16,10.0,,9.4,4.71,2.1,20.6,0.8,12.9,45.4,6.8
Buenos Aires,Argentina,2015-04-22,54.1,29.9,45.5,4.96,,72.2,7.6,32.6,23.5,14.2
